Host Name,IP Address,Temperature (F),Timestamp,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:22:39,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:22:40,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:22:40,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:22:41,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:22:41,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:22:42,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:22:43,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:22:43,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:22:44,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:22:44,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:22:45,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:22:45,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:22:46,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:22:46,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:22:47,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:22:47,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:22:48,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:22:49,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:22:49,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:22:50,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:22:50,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:22:51,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:22:51,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:22:52,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:22:52,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:22:53,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:27:53,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:27:54,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:27:54,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:27:55,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:27:55,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:27:56,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:27:57,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:27:57,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:27:58,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:27:58,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:27:59,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:27:59,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:28:00,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:28:00,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:28:01,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:28:01,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:28:02,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:28:03,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:28:03,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:28:04,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:28:04,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:28:05,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:28:05,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:28:06,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:28:06,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:28:07,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:28:07,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:28:08,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:28:09,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:28:09,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:28:10,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:28:10,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:33:11,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:33:11,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:33:12,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:33:12,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:33:13,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:33:13,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:33:14,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:33:15,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:33:15,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:33:16,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:33:16,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:33:17,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:33:17,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:33:18,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:33:18,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:33:19,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:33:19,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:33:20,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:33:20,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:33:21,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:33:22,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:33:22,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:33:23,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:33:23,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:33:24,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:33:24,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:33:25,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:33:25,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:33:26,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:33:26,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:33:27,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:33:27,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:38:28,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:38:29,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:38:29,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:38:30,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:38:30,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:38:31,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:38:31,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:38:32,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:38:32,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:38:33,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:38:33,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:38:34,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:38:34,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:38:35,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:38:36,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:38:36,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:38:37,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:38:37,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:38:38,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:38:38,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:38:39,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:38:39,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:38:40,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:38:40,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:38:41,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:38:41,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:38:42,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:38:42,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:38:43,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:38:43,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:38:44,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:38:45,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:43:45,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:43:46,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:43:46,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:43:47,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:43:47,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:43:48,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:43:49,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:43:49,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:43:50,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:43:50,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:43:51,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:43:51,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:43:52,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:43:52,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:43:53,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:43:53,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:43:54,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:43:55,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:43:55,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:43:56,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:43:56,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:43:57,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:43:57,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:43:58,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:43:58,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:43:59,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:43:59,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:44:00,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:44:00,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:44:01,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:44:01,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:44:02,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:49:03,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:49:03,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:49:04,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:49:04,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:49:05,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:49:05,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:49:06,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:49:06,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:49:07,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:49:07,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:49:08,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:49:08,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:49:09,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:49:09,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:49:10,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:49:11,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:49:11,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:49:12,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:49:12,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:49:13,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:49:13,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:49:14,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:49:14,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:49:15,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:49:15,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:49:16,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:49:16,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:49:17,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:49:18,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:49:18,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:49:19,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:49:19,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:54:20,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:54:20,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:54:21,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:54:21,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:54:22,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:54:22,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:54:23,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:54:24,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:54:24,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:54:25,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:54:25,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:54:26,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:54:26,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:54:27,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:54:27,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:54:28,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:54:28,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:54:29,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:54:30,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:54:30,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:54:31,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:54:31,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:54:32,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:54:32,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:54:33,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:54:33,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:54:34,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:54:34,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:54:35,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:54:35,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:54:36,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:54:36,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:59:37,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:59:38,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:59:38,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:59:39,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:59:39,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:59:40,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:59:40,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:59:41,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:59:41,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:59:42,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:59:42,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:59:43,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:59:43,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:59:44,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:59:44,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:59:45,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:59:45,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:59:46,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:59:46,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:59:47,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:59:48,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:59:48,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:59:49,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:59:49,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:59:50,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:59:50,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:59:51,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:59:51,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:59:52,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:59:52,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:59:53,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:59:53,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 04:04:54,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 04:04:55,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 04:04:55,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 04:04:56,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 04:04:56,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 04:04:57,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 04:04:57,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 04:04:58,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 04:04:58,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 04:04:59,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 04:04:59,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 04:05:00,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 04:05:00,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 04:05:01,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 04:05:02,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 04:05:02,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 04:05:03,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 04:05:03,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 04:05:04,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 04:05:04,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 04:05:05,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 04:05:05,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 04:05:06,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 04:05:06,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 04:05:07,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 04:05:07,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 04:05:08,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 04:05:09,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 04:05:09,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 04:05:10,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 04:05:10,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 04:05:11,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 04:10:11,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 04:10:12,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 04:10:12,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 04:10:13,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 04:10:13,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 04:10:14,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 04:10:15,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 04:10:15,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 04:10:16,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 04:10:16,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 04:10:17,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 04:10:17,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 04:10:18,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 04:10:18,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 04:10:19,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 04:10:19,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 04:10:20,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 04:10:20,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 04:10:21,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 04:10:21,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 04:10:22,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 04:10:23,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 04:10:23,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 04:10:24,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 04:10:24,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 04:10:25,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 04:10:25,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 04:10:26,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 04:10:26,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 04:10:27,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 04:10:27,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 04:10:28,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 04:15:29,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 04:15:29,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 04:15:30,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 04:15:30,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 04:15:31,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 04:15:31,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 04:15:32,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 04:15:32,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 04:15:33,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 04:15:33,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 04:15:34,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 04:15:34,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 04:15:35,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 04:15:36,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 04:15:36,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 04:15:37,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 04:15:37,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 04:15:38,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 04:15:38,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 04:15:39,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 04:15:39,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 04:15:40,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 04:15:40,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 04:15:41,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 04:15:41,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 04:15:42,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 04:15:42,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 04:15:43,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 04:15:43,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 04:15:44,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 04:15:45,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 04:15:45,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 04:20:46,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 04:20:46,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 04:20:47,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 04:20:47,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 04:20:48,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 04:20:48,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 04:20:49,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 04:20:49,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 04:20:50,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 04:20:51,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 04:20:51,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 04:20:52,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 04:20:52,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 04:20:53,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 04:20:53,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 04:20:54,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 04:20:54,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 04:20:55,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 04:20:55,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 04:20:56,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 04:20:56,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 04:20:57,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 04:20:57,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 04:20:58,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 04:20:59,,,
